usableAreas,totalAreas,suites,bathrooms,bedrooms,parkingSpaces,neighborhood,monthlyCondoFee,price,adult_game_room,air_conditioning,balcony,barbecue_grill,concierge_24h,dinner_room,electronic_gate,elevator,furnished,garden,gated_community,gourmet_space,gym,intercom,laundry,party_hall,pets_allowed,playground,service_area,sports_court,pool,price_per_sqft
40,51.0,1.0,1,1,1.0,Rebouças,328.0,354000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6941.176470588235
90,150.0,1.0,2,3,2.0,Vila Izabel,545.5098039215686,894800,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5965.333333333333
69,81.0,1.0,2,2,1.0,Bigorrilho,722.8142164781906,700000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8641.975308641975
36,36.0,0.0,1,2,0.0,Portão,300.0,244900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6802.777777777777
67,67.0,1.0,2,2,1.0,Portão,494.774011299435,570173,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8510.044776119403
109,109.0,2.0,3,2,3.0,outros,600.0,648000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5944.954128440367
33,64.0,0.0,1,1,0.0,Centro,457.0,185000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2890.625
62,62.0,1.0,2,2,1.0,outros,270.0,485000,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,7822.580645161291
43,74.0,0.0,1,1,1.0,outros,532.01741195093,210000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2837.837837837838
45,96.0,1.0,1,1,0.0,outros,532.01741195093,250000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2604.1666666666665
44,44.0,0.0,1,1,0.0,Rebouças,487.0,500000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11363.636363636364
77,77.0,1.0,2,3,1.0,Cristo Rei,580.3571428571429,622000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8077.922077922078
74,117.0,1.0,2,3,2.0,outros,532.01741195093,685000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5854.7008547008545
76,134.0,0.0,1,1,1.0,Bigorrilho,551.0,550000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4104.477611940299
36,36.0,1.0,1,1,0.0,Rebouças,476.7292418772563,340000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9444.444444444445
75,100.0,1.0,2,3,1.0,outros,450.0,490000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4900.0
165,165.0,1.0,3,4,2.0,Água Verde,654.7089985486211,960000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5818.181818181818
28,28.0,0.0,1,1,0.0,Centro,590.0654275092937,247000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8821.42857142857
52,52.0,0.0,1,2,1.0,Cidade Industrial,514.3671328671329,295000,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,5673.076923076923
90,157.0,0.0,2,3,2.0,outros,532.01741195093,800000,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,5095.541401273886
26,37.0,0.0,1,1,0.0,Centro,500.0,269000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7270.27027027027
28,42.0,0.0,1,1,0.0,Portão,494.774011299435,241721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5755.261904761905
62,62.0,1.0,2,2,1.0,outros,532.01741195093,396900,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6401.612903225807
109,178.0,1.0,2,3,2.0,outros,650.0,841000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4724.7191011235955
66,81.0,1.0,2,3,1.0,Cidade Industrial,450.0,550000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6790.123456790124
24,24.0,0.0,1,1,0.0,Água Verde,250.0,202900,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,8454.166666666666
38,60.0,1.0,2,1,0.0,Água Verde,654.7089985486211,309000,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,5150.0
54,54.0,0.0,1,1,1.0,outros,532.01741195093,219900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4072.222222222222
56,68.0,0.0,1,2,1.0,outros,532.01741195093,411000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6044.117647058823
36,36.0,1.0,2,1,0.0,Portão,494.774011299435,284900,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7913.888888888889
91,102.0,1.0,3,3,1.0,Água Verde,760.0,640000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6274.509803921569
56,56.0,1.0,2,2,2.0,outros,532.01741195093,461700,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8244.642857142857
32,42.0,1.0,1,1,0.0,Centro,300.0,250000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5952.380952380952
38,38.0,1.0,2,1,0.0,Água Verde,654.7089985486211,335900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8839.473684210527
105,175.0,1.0,2,3,2.0,outros,532.01741195093,874000,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False,4994.285714285715
19,19.0,0.0,1,1,0.0,Centro,590.0654275092937,195000,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10263.157894736842
48,48.0,0.0,1,2,0.0,outros,532.01741195093,296507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6177.229166666667
94,170.0,1.0,2,3,2.0,outros,532.01741195093,999551,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5879.711764705882
46,61.0,0.0,1,1,1.0,Água Verde,355.0,280000,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4590.163934426229
50,64.0,0.0,1,2,1.0,Cristo Rei,330.0,350000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,5468.75
81,81.0,1.0,2,2,2.0,Cristo Rei,570.0,820000,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,10123.456790123457
77,77.0,1.0,2,3,1.0,outros,532.01741195093,521000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6766.233766233766
28,28.0,0.0,1,1,0.0,outros,350.0,194900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6960.714285714285
80,80.0,1.0,1,3,2.0,Água Verde,550.0,595000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7437.5
61,110.0,1.0,2,2,1.0,Cabral,520.0,399000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3627.2727272727275
58,132.0,0.0,1,1,1.0,Vila Izabel,545.5098039215686,515000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3901.5151515151515
81,101.0,1.0,2,3,1.0,outros,550.0,799900,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,7919.80198019802
17,34.0,0.0,1,1,0.0,Centro,490.0,214900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6320.588235294118
29,29.0,0.0,1,1,0.0,Portão,494.774011299435,222013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7655.620689655172
99,99.0,1.0,3,3,1.0,outros,532.01741195093,916421,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,9256.777777777777
81,120.0,1.0,2,3,2.0,outros,532.01741195093,649900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5415.833333333333
33,33.0,0.0,1,1,0.0,Portão,390.0,235000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7121.212121212121
93,93.0,1.0,2,3,1.0,outros,491.0,818969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8806.118279569893
25,39.0,0.0,1,1,0.0,Centro,590.0654275092937,232000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5948.717948717948
27,27.0,0.0,1,1,0.0,Centro,282.0,134900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4996.2962962962965
32,32.0,0.0,1,1,0.0,Água Verde,654.7089985486211,289900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9059.375
103,103.0,1.0,3,3,2.0,Vila Izabel,658.0,968680,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9404.660194174758
59,110.0,1.0,2,2,1.0,Cabral,744.5350877192982,495900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4508.181818181818
82,82.0,1.0,1,3,1.0,outros,532.01741195093,659000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,8036.585365853659
72,72.0,1.0,1,2,2.0,Cabral,744.5350877192982,766660,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,10648.055555555555
81,81.0,1.0,2,2,1.0,Vila Izabel,638.0,655000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8086.419753086419
49,49.0,0.0,1,2,1.0,outros,350.0,380000,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,7755.102040816327
62,62.0,1.0,2,2,1.0,outros,532.01741195093,455900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7353.225806451613
60,75.0,1.0,2,3,1.0,outros,532.01741195093,480000,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,6400.0
70,101.0,1.0,2,3,1.0,outros,480.0,550000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5445.544554455446
152,152.0,2.0,3,4,2.0,outros,600.0,905000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5953.9473684210525
101,101.0,1.0,2,3,1.0,Portão,545.0,619000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6128.712871287129
82,106.0,1.0,2,2,2.0,outros,722.0,735000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6933.962264150943
78,78.0,1.0,2,3,1.0,Cidade Industrial,514.3671328671329,511507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6557.782051282052
67,67.0,1.0,2,2,1.0,Portão,494.774011299435,570173,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,8510.044776119403
59,59.0,1.0,2,2,1.0,outros,532.01741195093,353784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5996.338983050848
63,63.0,0.0,1,2,1.0,outros,532.01741195093,367500,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,5833.333333333333
62,75.0,1.0,2,2,1.0,outros,532.01741195093,465000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6200.0
120,151.0,1.0,2,2,2.0,outros,516.0,990000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6556.2913907284765
24,24.0,0.0,1,1,0.0,Bigorrilho,250.0,211900,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,8829.166666666666
84,154.0,1.0,2,3,2.0,outros,780.0,749000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4863.636363636364
66,66.0,1.0,2,2,2.0,outros,532.01741195093,440000,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,6666.666666666667
112,139.0,2.0,4,4,1.0,outros,1001.0,899900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6474.10071942446
35,35.0,1.0,1,1,0.0,Portão,494.774011299435,255117,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7289.057142857143
66,89.0,1.0,2,2,1.0,outros,532.01741195093,571040,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6416.179775280899
31,31.0,0.0,1,1,0.0,outros,532.01741195093,212900,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,6867.741935483871
86,101.0,1.0,2,3,2.0,outros,650.0,880000,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8712.871287128713
101,193.0,2.0,3,3,2.0,outros,532.01741195093,980000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5077.720207253886
53,53.0,0.0,1,2,1.0,outros,532.01741195093,372000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7018.867924528302
48,78.0,0.0,1,1,1.0,Água Verde,654.7089985486211,512212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6566.820512820513
81,106.0,1.0,2,3,1.0,outros,532.01741195093,695000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6556.603773584906
28,28.0,0.0,1,1,0.0,Cidade Industrial,250.0,199900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7139.285714285715
81,107.0,1.0,2,2,1.0,outros,550.0,610000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5700.934579439252
61,61.0,1.0,2,2,1.0,Centro,590.0654275092937,623700,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10224.590163934427
90,90.0,1.0,2,3,1.0,Portão,650.0,695000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7722.222222222223
86,86.0,2.0,3,2,2.0,outros,532.01741195093,756500,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,8796.511627906977
28,28.0,1.0,1,1,0.0,Portão,150.0,145500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5196.428571428572
32,50.0,0.0,1,1,0.0,Centro,350.0,288000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5760.0
44,84.0,0.0,1,1,0.0,Cidade Industrial,514.3671328671329,386400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4600.0
27,38.0,0.0,1,1,0.0,Centro,436.0,310000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8157.894736842105
102,102.0,1.0,2,3,2.0,Água Verde,654.7089985486211,720000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7058.823529411765
29,29.0,0.0,1,1,0.0,Água Verde,280.0,186900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6444.827586206897
64,64.0,1.0,2,2,1.0,outros,532.01741195093,405900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6342.1875
34,34.0,0.0,1,1,0.0,Portão,230.0,230000,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,6764.705882352941
41,54.0,0.0,1,1,1.0,outros,740.0,338000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6259.259259259259
105,138.0,1.0,2,3,2.0,outros,962.0,680000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4927.536231884058
40,96.0,0.0,1,1,1.0,outros,532.01741195093,250000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2604.1666666666665
131,151.0,1.0,1,3,2.0,outros,532.01741195093,839000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5556.2913907284765
35,60.0,0.0,1,1,0.0,Centro,512.0,375000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6250.0
58,106.0,1.0,2,2,1.0,outros,600.0,600000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5660.377358490566
68,75.0,1.0,2,3,1.0,outros,380.0,389000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5186.666666666667
82,150.0,1.0,2,2,1.0,Cabral,744.5350877192982,858764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5725.093333333333
131,151.0,1.0,1,3,2.0,outros,532.01741195093,839000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5556.2913907284765
109,161.0,1.0,3,3,2.0,outros,532.01741195093,988050,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6136.95652173913
30,30.0,0.0,1,1,1.0,Portão,494.774011299435,304000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10133.333333333334
31,45.0,0.0,1,1,0.0,outros,353.0,298000,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,6622.222222222223
54,54.0,1.0,1,1,0.0,Água Verde,654.7089985486211,359777,False,True,True,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,6662.537037037037
55,55.0,1.0,2,2,2.0,outros,532.01741195093,374846,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6815.381818181818
45,68.0,0.0,1,1,0.0,Centro,1100.0,475000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6985.294117647059
79,95.0,1.0,1,3,1.0,outros,630.0,540000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5684.210526315789
32,40.0,0.0,1,1,0.0,Centro,341.0,150000,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3750.0
82,82.0,1.0,1,2,1.0,Cabral,744.5350877192982,831330,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,10138.170731707318
39,55.0,0.0,1,1,1.0,Rebouças,476.7292418772563,340000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6181.818181818182
48,48.0,0.0,1,2,2.0,outros,532.01741195093,285550,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5948.958333333333
72,119.0,0.0,2,1,1.0,Bigorrilho,390.0,400000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3361.344537815126
69,105.0,1.0,2,2,1.0,Centro,800.0,790000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7523.809523809524
76,102.0,1.0,2,2,1.0,Cabral,690.0,595000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5833.333333333333
47,65.0,0.0,1,1,0.0,Cristo Rei,638.0,250000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3846.153846153846
29,50.0,0.0,1,1,0.0,Portão,494.774011299435,234536,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4690.72
96,96.0,2.0,3,2,0.0,Vila Izabel,545.5098039215686,961044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10010.875
61,61.0,1.0,2,3,1.0,Cidade Industrial,320.0,340000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5573.770491803279
106,106.0,1.0,2,3,2.0,outros,532.01741195093,980499,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9249.990566037735
84,128.0,1.0,2,3,2.0,outros,532.01741195093,805001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6289.0703125
84,84.0,1.0,3,2,1.0,Portão,494.774011299435,716043,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,8524.32142857143
21,29.0,0.0,1,1,1.0,Cristo Rei,346.0,160000,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,5517.241379310345
105,174.0,1.0,2,3,2.0,outros,600.0,900000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5172.413793103448
91,91.0,1.0,3,3,1.0,Água Verde,760.0,640000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7032.9670329670325
35,48.0,0.0,1,1,0.0,Portão,315.0,165000,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3437.5
54,54.0,1.0,2,2,1.0,outros,532.01741195093,349900,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6479.62962962963
96,110.0,1.0,2,3,1.0,Cabral,450.0,965172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8774.290909090909
102,102.0,1.0,3,3,2.0,outros,532.01741195093,878290,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8610.686274509804
58,58.0,0.0,1,2,1.0,outros,380.0,380000,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,6551.724137931034
29,33.0,1.0,1,1,0.0,outros,532.01741195093,217200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6581.818181818182
180,180.0,1.0,2,3,2.0,outros,532.01741195093,850000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4722.222222222223
87,101.0,1.0,2,3,2.0,outros,550.0,823590,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8154.3564356435645
106,190.0,1.0,2,3,2.0,outros,532.01741195093,980499,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5160.521052631579
20,49.0,0.0,1,1,0.0,Centro,509.0,185000,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3775.5102040816328
24,24.0,0.0,1,1,0.0,Vila Izabel,545.5098039215686,198000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8250.0
82,90.0,1.0,2,2,1.0,Cabral,450.0,868559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9650.655555555555
48,60.0,0.0,1,2,1.0,outros,532.01741195093,380000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6333.333333333333
84,84.0,1.0,2,3,1.0,outros,532.01741195093,399000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4750.0
60,72.0,1.0,2,2,2.0,outros,350.0,425000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5902.777777777777
105,144.0,1.0,2,3,2.0,outros,606.0,730000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5069.444444444444
89,146.0,1.0,3,3,2.0,outros,763.0,680000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4657.534246575343
62,77.0,1.0,2,3,1.0,Água Verde,598.0,649998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8441.532467532468
110,110.0,1.0,3,3,2.0,outros,532.01741195093,918380,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8348.90909090909
94,170.0,1.0,2,3,2.0,outros,532.01741195093,999551,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5879.711764705882
92,118.0,1.0,2,3,2.0,outros,500.0,867000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7347.457627118644
47,47.0,0.0,1,1,1.0,Vila Izabel,390.0,470000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10000.0
46,62.0,0.0,1,1,1.0,outros,600.0,490000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7903.225806451613
81,81.0,1.0,2,3,2.0,Cabral,700.0,680000,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,8395.061728395061
43,74.0,0.0,1,1,1.0,outros,330.0,185000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2500.0
63,85.0,1.0,2,2,1.0,outros,532.01741195093,599600,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7054.117647058823
26,37.0,0.0,1,1,0.0,Centro,168.0,280000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7567.5675675675675
45,60.0,0.0,1,1,0.0,Centro,210.0,250000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4166.666666666667
32,65.0,1.0,1,1,1.0,outros,532.01741195093,289900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4460.0
31,31.0,0.0,1,1,0.0,outros,532.01741195093,234900,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7577.419354838709
61,83.0,1.0,1,1,1.0,Cristo Rei,100.0,571300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6883.1325301204815
17,26.0,1.0,1,1,1.0,Centro,520.0,230000,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,8846.153846153846
50,50.0,0.0,1,2,1.0,outros,532.01741195093,380000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7600.0
58,58.0,0.0,1,3,1.0,outros,532.01741195093,268100,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,4622.413793103448
105,120.0,1.0,2,3,2.0,outros,600.0,730000,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True,False,True,True,True,False,6083.333333333333
73,105.0,1.0,2,3,2.0,outros,532.01741195093,528493,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5033.266666666666
51,51.0,0.0,1,2,1.0,outros,532.01741195093,348328,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,6829.9607843137255
55,55.0,0.0,2,2,1.0,Cidade Industrial,514.3671328671329,316000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5745.454545454545
83,100.0,1.0,2,2,1.0,Cabral,450.0,858764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8587.64
